userId,viewCount
2374835,35
2899823,35
159537,35
2336295,35
9222042,35
9265190,35
519155,35
4407604,35
7540922,35
3943070,34
1027010,34
1374185,34
1199324,34
6567444,34
4958286,34
7364929,34
10483707,34
4775342,34
5860955,34
7182172,34
5850921,34
492629,34
4548709,34
8005762,34
6689355,34
9411076,34
8308966,34
1921033,34
6873748,34
6326303,34
2202774,34
3413958,34
5209010,34
6480140,34
5049161,34
5749915,34
837122,34
10178759,34
8334549,34
2220688,34
4517133,34
748609,34
648804,34
131614,34
4692986,34
9010681,34
3902573,34
436231,34
348741,34
7055557,34
5314592,34
4263912,34
4967892,34
5078183,34
1340733,34
4646547,34
5899793,34
4940790,34
3633222,34
1187842,34
7099334,34
4794698,34
6108915,34
9948480,34
4070750,34
2550982,34
3839736,34
2334056,34
4457136,34
4415422,34
5463700,34
2065835,34
25984,34
2300171,34
2989793,34
637489,34
8874520,34
8807031,34
5701174,34
1131131,34
2205256,34
11461671,33
11378351,33
4095468,33
7898175,33
629814,33
7632389,33
9015940,33
945030,33
3073436,33
915935,33
4371944,33
9987914,33
5982384,33
1578403,33
4145287,33
2548649,33
2086766,33
2937931,33
7212957,33
10341469,33
536406,33
3405554,33
2120779,33
10923135,33
221332,33
3552532,33
270540,33
11280064,33
10755270,33
114587,33
3258053,33
11511959,33
6406316,33
1350814,33
4057025,33
4813034,33
196594,33
3812555,33
3997529,33
1506929,33
3077320,33
6137323,33
5441454,33
7419493,33
5233232,33
2615180,33
6485274,33
6680940,33
2628079,33
1165025,33
3789991,33
3799804,33
524752,33
1403640,33
933736,33
7988607,33
4520687,33
3792877,33
1797637,33
2787671,33
6106131,32
1800756,32
3735032,32
6416905,32
2282246,32
6948548,32
6300626,32
45164,32
1364151,32
4298812,32
4061633,32
1197796,32
2942155,32
1949844,32
4201880,32
1433342,32
3295049,32
5442442,32
9250914,32
4895741,32
6200590,32
4093045,32
6819720,32
164542,32
483404,32
9537613,32
7447297,32
9331120,32
3007915,32
1278973,32
9244606,32
10021401,32
6568368,32
11325186,32
2868348,32
82869,32
3167977,32
7692547,32
8158841,32
7806085,32
4930002,32
4968687,32
5335891,32
8426970,32
3901846,32
6412272,32
7439017,32
4430000,32
523936,32
9814611,32
3552515,32
5604912,32
593968,32
9935645,32
8193846,32
1623311,32
10623905,32
921935,32
2722000,32
5345682,32
2782920,32
2436156,32
7780955,32
4938598,32
703658,32
5192029,32
1129410,32
8645757,32
432291,32
3772511,32
5833527,32
5533545,31
3699047,31
3561245,31
4203498,31
149657,31
1230530,31
9369388,31
10806230,31
7602179,31
3684221,31
5848150,31
542619,31
3066627,31
2042691,31
237020,31
35716,31
4792279,31
8230041,31
8705585,31
562849,31
4124402,31
5009546,31
5909993,31
1778691,31
10781565,31
3820427,31
118125,31
11556950,31
1727182,31
8722679,31
5446348,31
262917,31
3667901,31
1879796,31
2721351,31
4235994,31
10126619,31
8275615,31
8912675,31
5907865,31
5275168,31
2874650,31
7702091,31
105010,31
115498,31
1213431,31
2231257,31
8552092,31
8848241,31
6138866,31
6212631,31
2655846,31
7228295,31
10267257,31
4275606,31
8466398,31
5199295,31
7166072,31
8622493,31
561920,31
2712950,31
10022791,31
5628,31
8221547,31
7988375,31
6712355,31
6597159,31
2839498,31
4101900,31
7140303,31
4673482,31
8539833,31
268155,31
4088683,31
4853639,31
2975724,31
4245246,31
2608951,31
103485,31
204680,31
6663412,30
4827819,30
6159550,30
4769319,30
4761204,30
3036629,30
9993856,30
844852,30
5174607,30
1261592,30
3978927,30
4075219,30
16873,30
11131868,30
6115847,30
4643127,30
3254872,30
4288617,30
6302501,30
53863,30
5834898,30
11432434,30
6622006,30
7315811,30
4039926,30
10839232,30
6942634,30
4716491,30
7118822,30
1257510,30
2375810,30
4608254,30
5169734,30
829561,30
5265373,30
9186132,30
3094824,30
4922837,30
2232464,30
138802,30
3248887,30
2282978,30
7240069,30
3732407,30
4911996,30
10828262,30
6744862,30
6498336,30
3611931,30
3580611,30
